FName,LName,Target,Min,Max,Location,Focus,0,1,2,3,4
Clint,Chao,$1M,$250K,$1.5M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Palo Alto (CA) Advertising , Advertising , AI , AI , Cloud Infrastructure , Cloud Infrastructure , Developer Tools , Developer Tools , Enterprise , Enterprise , IoT , IoT , Robotics , Robotics , SaaS (Pre-Seed) , SaaS (Seed) , Sales & CRM , Sales & CRM , San Francisco Bay Area  , Security , Security ",https://www.hivedata.com/,https://www.linkedin.com/in/tmravi/,https://www.twitter.com/tmravi,https://www.angel.co/tmravi,https://www.crunchbase.com/person/t-m-ravi
Alexey,Alexanov,$1M,$100K,$3.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," California, Boston (MA) , New York (NY) , Chicago (IL) , SF Bay Area (CA) , Austin (TX)  Enterprise , Enterprise , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  ",https://www.creandum.com/team/fredrik-cassel,https://www.linkedin.com/in/fredrikcassel/,https://www.angel.co/fredrik,https://www.crunchbase.com/person/fredrik-cassel,
Deb,Kemper,$1M,$250K,$2.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," AgTech , AgTech , AI , AI , Analytics , Analytics , Boston / New England  , ClimateTech/CleanTech , ClimateTech/CleanTech , Enterprise , Enterprise , Hardware , Hardware , Health IT , Health IT , IoT , IoT , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.momentventures.com/,https://www.linkedin.com/in/clintchao/,https://www.twitter.com/clintchao,https://www.angel.co/clint-chao,https://www.crunchbase.com/person/clint-chao
Victor,Gutwein,$375K,$250K,$500K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Chicago (IL) Digital Health , Digital Health , Education , Education , Health & Hospital Services , Health & Hospital Services , Health IT , Health IT , Insurance , Insurance , Marketplaces , Marketplaces , Midwest  , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.cabra.vc/,https://www.linkedin.com/in/alexey-alexanov-a150a81/,https://www.angel.co/p/alexey-alexanov,https://www.crunchbase.com/person/alexey-alexanov,
Blair,Garrou,$1M,$250K,$3.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Austin (TX) , Houston (TX) , Dallas (TX) , Denver (CO) , Boulder (CO) , Madison (WI) , Chicago (IL) , Cincinnati (OH) , Columbus (OH), Cleveland (OH) , St. Louis (MO) , Kansas City (KS), Omaha (NE) , Ann Arbor (MI) , Detroit (MI) , Phoenix (AZ) , Salt Lake City (UT) , Indianapolis (IN)  Austin  , Enterprise , Enterprise , Media/Content , Media/Content , SaaS (Pre-Seed) , SaaS (Seed) , Investors who invested in diverse founders  ",https://www.goldenseedsvc.com/,https://www.linkedin.com/in/debkemper/,https://www.crunchbase.com/person/deb-kemper,,
Nico,Berardi,$1M,$500K,$2.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Miami (FL) , San Francisco (CA) , New York (NY)  Diverse Investors  , Enterprise , Enterprise , Raleigh-Durham / Southeast US  , SaaS (Pre-Seed) , SaaS (Seed) , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.m25vc.com/,https://www.linkedin.com/in/victor-gutwein/,https://www.twitter.com/lalayak,https://www.crunchbase.com/person/victor-gutwein,
Michael,Brandkamp,$500K,$500K,$2.5M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Germany Hardware , Hardware , Health IT , Health IT , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.mercuryfund.com/,https://www.linkedin.com/in/bgarrou/,https://www.crunchbase.com/person/blair-garrou,,
Ross,Fubini,$25K,$10K,$50K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) , San Francisco (CA) Cloud Infrastructure , Cloud Infrastructure , E-commerce , E-commerce , Enterprise , Enterprise , Health & Hospital Services , Health & Hospital Services , Health IT , Health IT , Marketplaces , Marketplaces , Parenting/Families , Parenting/Families , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Social Commerce , Social Commerce , Social Networks , Social Networks ",https://www.animo.vc/team-member,https://www.linkedin.com/in/nico-berardi/,https://www.twitter.com/nicberardi,https://www.angel.co/nicberardi,https://www.crunchbase.com/person/nico-berardi
Adam,Besvinick,$350K,$350K,$350K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Canada , SF Bay Area (CA) , New York (NY) , Los Angeles (CA) , Boston (MA) , Toronto (Ontario) , Chicago (IL) , Seattle (WA)  Angel, Scout, and Solo-Capitalists  , ClimateTech/CleanTech , ClimateTech/CleanTech , Creator/Passion Economy , Creator/Passion Economy , Education , Education , Health & Hospital Services , Health & Hospital Services , Health IT , Health IT , SaaS (Pre-Seed) , SaaS (Seed) , Investors who invested in diverse founders  , Investors who invested in female founders  ",https://www.high-tech-gruenderfonds.de/en/manager/dr-michael-brandkamp-2/,https://www.linkedin.com/in/michaelbrandkamp/,https://www.angel.co/michael-brandkamp,https://www.crunchbase.com/person/michael-brandkamp,
Gopi,Rangan,$100K,$50K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) , United States AI , AI , Diverse Investors  , FinTech , FinTech , Insurance , Insurance , IoT , IoT , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , TransportationTech , TransportationTech , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.xyz.vc/team,https://www.linkedin.com/in/fubini/,https://www.twitter.com/fubini,https://www.angel.co/fubini,https://www.crunchbase.com/person/ross-fubini
Chris,Graham,$250K,$150K,$500K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," California AI , AI , Analytics , Analytics , AR/VR , AR/VR , Crypto/Web3 , Crypto/Web3 , Data Services , Data Services , Enterprise , Enterprise , GovTech , GovTech , Logistics , Logistics , Los Angeles / Southern California  , MarketingTech , MarketingTech , SaaS (Pre-Seed) , SaaS (Seed)  Mexico (Mexico), Colombia, Brazil  FinTech , FinTech , Insurance , Insurance , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.lookingglass.vc/team/,https://www.linkedin.com/in/besvinick/,https://www.twitter.com/Besvinick,https://www.angel.co/u/besvinick,https://www.crunchbase.com/person/adam-besvinick
Cem,Sertoglu,$2.0M,$500K,$10.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Istanbul, Warsaw (Poland), Prague  Cloud Infrastructure , E-commerce , Enterprise , FinTech , Insurance , Marketplaces , SaaS (Seed) , Security , SMB Software , Travel ",https://www.sure.ventures/,https://www.linkedin.com/in/gopirangan/,https://www.angel.co/gopi-rangan,https://www.crunchbase.com/person/gopi-rangan,
Alexander,Rosen,$4.0M,$1M,$7.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) Advertising , Advertising , AI , AI , Analytics , Analytics , Cloud Infrastructure , Cloud Infrastructure , Data Services , Data Services , Enterprise , Enterprise , IoT , IoT , MarketingTech , MarketingTech , SaaS (Seed) , SaaS (Series A) , Sales & CRM , Sales & CRM , San Francisco Bay Area  ",https://www.noname.ventures/,https://www.crunchbase.com/person/chris-graham,,,
Chip,Hazard,$125K,$100K,$150K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Boston (MA) Analytics , Analytics , Boston / New England  , Cloud Infrastructure , Cloud Infrastructure , Consumer Internet , Consumer Internet , E-commerce , E-commerce , Enterprise , Enterprise , Health IT , Health IT , IoT , IoT , Media/Content , Media/Content , SaaS (Pre-Seed) , SaaS (Seed) , Security , Security ",https://www.magmapartners.com/,https://www.linkedin.com/in/nathanlustig/,https://www.crunchbase.com/person/nathan-lustig,,
Keith,Petri,$60K,$25K,$150K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," New York (NY) Analytics , Analytics , Data Services , Data Services , FinTech , FinTech , Logistics , Logistics , MarketingTech , MarketingTech , New York City  , SaaS (Pre-Seed) , SaaS (Seed) , Sales & CRM , Sales & CRM ",https://www.earlybird.com/,https://www.linkedin.com/in/csertoglu/,https://www.twitter.com/csertoglu,https://www.angel.co/csertoglu,https://www.crunchbase.com/person/m-cem-sertoglu
Richard,Kerby,$1.5M,$1.5M,$1.5M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," New York (NY) Consumer Health , Consumer Internet , Diverse Investors  , Education , Enterprise , FinTech , Health & Hospital Services , Health IT , New York City  , SaaS (Seed) , Sales & CRM , Social Networks , Investors who invested in diverse founders  ",https://www.ridge.vc/,https://www.linkedin.com/in/rosenalexander/,https://www.crunchbase.com/person/alexander-rosen,,
Alex,von Frankenberg,$500K,$500K,$2.5M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Bonn (Germany), Germany BioTech , BioTech , Crypto/Web3 , Crypto/Web3 , Hardware , Hardware , Health IT , Health IT , SaaS (Pre-Seed) , SaaS (Seed) , SMB Software , SMB Software ",https://www.xfactor.ventures/chip-hazard,https://www.linkedin.com/in/chiphazard/,https://www.twitter.com/chazard,https://www.angel.co/chazard,https://www.crunchbase.com/person/chip-hazard
Timothy,Dick,$1M,$250K,$2.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) ClimateTech/CleanTech , ClimateTech/CleanTech , EnergyTech , EnergyTech , Enterprise , Enterprise , FinTech , FinTech , Health IT , Health IT , Payments , Payments , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Security , Security , Travel , Travel , Web3/Blockchain , Web3/Blockchain , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.meetgambit.com/,https://www.twitter.com/keithepetri,https://www.crunchbase.com/person/keith-petri,,
Alex,Guerrero,$500K,$250K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Los Angeles (CA) Diverse Investors  , E-commerce , E-commerce , Enterprise , Enterprise , FinTech , FinTech , Los Angeles / Southern California  , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.equal.vc/team/richard-kerby/,https://www.linkedin.com/in/richardkerby/,https://www.twitter.com/kerby,https://www.angel.co/p/kerby,https://www.crunchbase.com/person/richard-kerby
Johan,Brenner,$200K,$200K,$7.5M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Consumer Internet , Consumer Internet , Hardware , Hardware , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.high-tech-gruenderfonds.de/en/manager/dr-alex-von-frankenberg-2/,https://www.linkedin.com/in/justdoitalex/,https://www.twitter.com/Justdoitalex,https://www.angel.co/seedandspeed,https://www.crunchbase.com/person/alexander-von-frankenberg
Dave,Garland,$2.0M,$500K,$4.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Menlo Park (CA) , Chicago (IL) , Washington (D.C.) , Provo (UT)  Advertising , AI , Data Services , IoT , MarketingTech , Real Estate/PropTech , SaaS (Seed) , Social Commerce , Web3/Blockchain ",https://www.startupcv.com/,https://www.linkedin.com/in/timone/,https://www.twitter.com/DickTim,https://www.angel.co/u/tim-dick,https://www.crunchbase.com/person/tim-dick
Jesse,Beyroutey,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," New York (NY) Consumer Internet , New York City  , SaaS (Seed)  Advertising , Advertising , AR/VR , AR/VR , EnergyTech , EnergyTech , FinTech , FinTech , Food and Beverage , Food and Beverage , MarketingTech , MarketingTech , Payments , Payments , Real Estate/PropTech , Real Estate/PropTech , SaaS (Pre-Seed) , SaaS (Seed) , Security , Security ",https://www.actoneventures.com/about-us/,https://www.linkedin.com/in/alguerrero/,https://www.twitter.com/alexgman12,https://www.angel.co/u/alex-guerrero,https://www.crunchbase.com/person/alex-guerrero
Ed,Walters,$750K,$100K,$1.5M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," New York City , Boston (MA) , Los Angeles (CA) , Los Angeles / Southern California , Toronto (Ontario) , Atlanta (GA) , San Francisco (CA)  AI , AI , Analytics , Analytics , Enterprise , Enterprise , IoT , IoT , Lodging/Hospitality , Lodging/Hospitality , New York City  , Real Estate/PropTech , Real Estate/PropTech , Retail , Retail , Robotics , Robotics , SaaS (Pre-Seed) , SaaS (Seed) , Travel , Travel ",https://www.creandum.com/team/johan-brenner,https://www.linkedin.com/in/johanbrenner/,https://www.angel.co/johan-brenner-31,https://www.crunchbase.com/person/johan-brenner,
Jeff,Maters,$200K,$100K,$250K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Chicago (IL) , Nebraska, Illinois, Iowa, Minnesota, Wisconsin, Missouri, Michigan, Indiana, Ohio  Local Services , Local Services , Marketplaces , Marketplaces , Midwest  , Real Estate/PropTech , Real Estate/PropTech , SaaS (Pre-Seed) , SaaS (Seed) , SMB Software , SMB Software , Social Networks , Social Networks , Investors who invested in diverse founders  , Investors who invested in female founders  ",https://www.secondcenturyventures.com/,https://www.angel.co/second-century-ventures,https://www.crunchbase.com/organization/second-century-ventures,,
Gili,Leska,$1.1M,$250K,$2.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Israel AI , Data Services , Israel  , SaaS (Seed) ",https://www.beyroutey.com/,https://www.linkedin.com/in/beyroutey/,https://www.twitter.com/beyroutey,https://www.angel.co/p/beyroutey,https://www.crunchbase.com/person/jesse-beyroutey
Pat,Matthews,$500K,$100K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Texas, United States AI , AI , Austin  , Enterprise , Enterprise , FinTech , FinTech , MarketingTech , MarketingTech , SaaS (Pre-Seed) , SaaS (Seed) , Sales & CRM , Sales & CRM , SMB Software , SMB Software ",https://www.amalficapital.co.nz/,https://www.crunchbase.com/person/dragan-gasic,,,
Garrett,Gilbertson,$25K,$10K,$100K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) , Los Angeles (CA) , San Diego (CA)  Analytics , Analytics , BioTech , BioTech , E-commerce , E-commerce , EnergyTech , EnergyTech , Enterprise , Enterprise , Entertainment & Sports , Entertainment & Sports , FinTech , FinTech , Future of Work , Future of Work , Los Angeles / Southern California  , Payments , Payments , SaaS (Pre-Seed) , SaaS (Seed) , Security , Security ",https://www.tamarisc.com/,https://www.linkedin.com/in/edwardjohnwalters/,https://www.angel.co/ed-walters-1?public_profile=1,https://www.crunchbase.com/person/ed-walters,
Alejandro,Ponce,$500K,$300K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," United States, Israel , Europe  AI , AI , Analytics , Analytics , Consumer Internet , Consumer Internet , Data Services , Data Services , Enterprise , Enterprise , FinTech , FinTech , Retail , Retail , SaaS (Pre-Seed) , SaaS (Seed) , Sales & CRM , Sales & CRM , SMB Software , SMB Software ",https://www.networkventures.vc/#jeff,https://www.linkedin.com/in/jeffmaters/,https://www.angel.co/jeffrey-maters,https://www.crunchbase.com/person/jeff-maters,
Borys,Musielak,$250K,$50K,$500K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Europe Advertising , Advertising , AR/VR , AR/VR , Developer Tools , Developer Tools , FinTech , FinTech , Future of Work , Future of Work , Games , Games , Gaming/eSports , Gaming/eSports , Lodging/Hospitality , Lodging/Hospitality , SaaS (Pre-Seed) , SaaS (Seed) , Web3/Blockchain , Web3/Blockchain ",https://www.aleph.vc/,https://www.linkedin.com/in/gili-leska-70799333/,,,
Aaron,Applbaum,$3.0M,$1M,$6.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Israel AI , AI , Cloud Infrastructure , Cloud Infrastructure , Data Services , Data Services , Developer Tools , Developer Tools , Enterprise , Enterprise , Hardware , Hardware , Israel  , Logistics , Logistics , SaaS (Seed) , SaaS (Series A) , TransportationTech , TransportationTech ",https://www.activecapital.com/,https://www.linkedin.com/in/pamatthe/,https://www.twitter.com/patmatthews?lang=en,https://www.angel.co/p/patmatthews,https://www.crunchbase.com/person/pat-matthews
Miles,Lasater,$25K,$25K,$250K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," United States Consumer Health , Consumer Health , Education , Education , Enterprise , Enterprise , FinTech , FinTech , Health IT , Health IT , Human Capital/HRTech , Human Capital/HRTech , Impact , Impact , Parenting/Families , Parenting/Families , Real Estate/PropTech , Real Estate/PropTech , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.startupmavericks.com/,https://www.crunchbase.com/person/garrett-gilbertson,,,
Trevor,Kienzle,$2.1M,$250K,$4.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Palo Alto (CA) , San Francisco (CA) ClimateTech/CleanTech , Cloud Infrastructure , Consumer Internet , E-commerce , Enterprise , Health IT , Media/Content , Retail , SaaS (Seed) , Social Networks ",https://en.wikipedia.org/wiki/Alejandro_Ponce,https://www.linkedin.com/in/alejandro-ponce-8551a312/,https://www.angel.co/alejandro-ponce-1,https://www.crunchbase.com/person/alejandro-ponce-bfae,
Larry,Chu,$50K,$25K,$250K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) , London , Europe, Israel , Canada , New York (NY)  AI , AI , Angel, Scout, and Solo-Capitalists  , Consumer Health , Consumer Health , Consumer Internet , Consumer Internet , Developer Tools , Developer Tools , Diverse Investors  , E-commerce , E-commerce , FinTech , FinTech , Gaming/eSports , Gaming/eSports , Hardware , Hardware , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Security , Security , Investors who invested in diverse founders  , Investors who invested in female founders  ",https://www.smok.vc/,https://www.linkedin.com/in/musielak/,https://www.twitter.com/michuk,https://www.angel.co/borys-musielak,https://www.crunchbase.com/person/borys-musielak
